# UI General & Window
ui.window_title|TunePerf - Optimizador de Sistema Linux Inteligente
Transparent Huge Pages (THP)|Permite al kernel agregar páginas estándar 4KB en huge pages 2MB, reduciendo miss de caché TLB. Habilitar mejora velocidad de compilación y VM, pero puede causar picos de latencia en bases de datos.
THP Defragmentation policy|Controla cuán agresivamente el kernel desfragmenta memoria en segundo plano para construir hugepages. 'madvise' desfragmenta solo cuando solicitado, evitando picos de latencia del sistema.
Khugepaged daemon defrag sleep cycle|Duración de sueño del defragmenter en segundo plano khugepaged entre escaneos. Aumentar reduce wake de CPU en segundo plano.
ZRAM Compression Algorithm (zstd)|Selecciona algoritmo de compresión para espacio de swap ZRAM. Zstd proporciona balance óptimo de alto ratio de compresión y velocidad de descompresión rápida.
ZRAM CPU Compression Streams scaling|Establece número de flujos de compresión paralelos permitidos por dispositivo ZRAM. Escalar esto al conteo de núcleos CPU maximiza velocidad de compresión.
Block devices I/O Read-Ahead Buffer size|Establece cantidad de datos que el sistema lee anticipadamente durante solicitudes de lectura secuencial. Valores más altos son mejores para HDD, valores más bajos (ej. 128KB) son óptimos para SSD/NVME de baja latencia.
Block devices maximum I/O request size|Tamaño máximo de solicitud I/O enviado a dispositivos de bloque. Valor 256KB-512KB es óptimo para unidades NVMe de baja latencia.
Disable I/O Merges for NVMe drives|Deshabilita fusiones I/O. Dado que dispositivos NVMe son extremadamente rápidos y soportan colas de hardware masivas, saltar fusión de OS reduce overhead de CPU y latencia.
Disable disk entropy accumulation (reduces latency)|Deshabilita contribución de entropía de disco. Esto detiene interrupciones I/O de disco de seeding generador random, reduciendo overhead en escrituras SSD frecuentes.
CPU Scaling Governor|Establece governor de CPU. 'performance' fuerza núcleos CPU a correr a frecuencia máxima para minimizar latencia, mientras 'powersave/schedutil' equilibra consumo de energía.
CPU Energy Performance Preference (EPP)|Dice al hardware que priorice rendimiento máximo, ahorro de energía o equilibrio de ambos a nivel de firmware de CPU.
Enable AMD P-State Active Mode|Habilita driver moderno AMD P-state en modo activo, permitiendo escalado de frecuencia CPU autónomo guiado por el hardware mismo para eficiencia óptima.
Force PCIe ASPM to maximum performance|Fuerza PCIe Active State Power Management a rendimiento, manteniendo canales completamente activos, eliminando latencia de wake-up y maximizando throughput de transferencia.
Nvidia GPU Persistence Mode (keeps GPU awake)|Habilita demonio de persistencia Nvidia GPU. Mantiene driver Nvidia cargado y GPU en estado activo de baja potencia, evitando retrasos de wake-up de 2 segundos en tareas CUDA.
Kernel Samepage Merging (KSM) for virtualization|Permite al kernel deduplicar páginas de memoria idénticas entre máquinas virtuales. Ahorra RAM significativa pero introduce overhead de CPU en segundo plano menor.
Network Interface Transmit Queue Length (txqueuelen)|Tamaño de cola para paquetes de red salientes. Bajar reduce bufferbloat de red en enlaces lentos; subir previene caídas de paquetes en servidores 10G+.
Ethtool Ring Buffer optimization (reduces packet drops)|Maximiza buffers de anillo RX/TX de tarjeta de red para prevenir caídas de paquetes durante picos de tráfico repentinos u operaciones de red de alto rendimiento.
TCP Segmentation Offload (TSO/GSO/GRO)|Offload de ensamblaje y fragmentación de segmentos TCP directamente al hardware de tarjeta de red, reduciendo drásticamente overhead de host CPU bajo carga de red pesada.
Receive Packet Steering (RPS) multicore mapping|Distribuye procesamiento de paquetes de red a través de múltiples núcleos CPU, previniendo cuellos de botella de núcleo CPU único en interfaces de red de alto pps.
tcp_bbr|Módulo de control de congestión Bottleneck Bandwidth and RTT (BBR). Mejora drásticamente rendimiento de red y latencia en enlaces WAN de alta pérdida.
sch_fq|Módulo de control de tráfico Fair Queueing. Prioritiza paquetes por conexión de socket y pacing para reducir bufferbloat.
Enable Experimental Tweaks|Habilita bypass de límites avanzados, writebacks agresivos del kernel, control de congestión BBR TCP y deshabilita logging de observación para velocidad máxima.
Disable CPU C-States (Sleep states)|Previene núcleos CPU de entrar en estados de sueño profundos (C1-C6). Esto garantiza latencia de wake-up cero absoluta, pero aumenta pesadamente uso de energía y calor.
disable_journald|Detiene escritura de registros systemd journal en disco o memoria, reduciendo drásticamente operaciones de escritura de disco continuas y overhead de logging de CPU.
disable_rsyslog|Detiene y enmascara servicio/socket rsyslog, deshabilita syslog para servicio dbus y deshabilita mensajes del kernel syslog para ahorrar ciclos de CPU y escrituras de disco.
disable_xorg|Deshabilita registro de errores de display gráfico, registro de sesión Trinity TDM y redirige errores .xsession-errors a /dev/null para reducir escrituras de disco activas.
disable_boot|Deshabilita registro de mensajes de arranque del sistema, demonio de impresión CUPS y registros de utilidad preload, proporcionando arranques más rápidos, silenciosos con menos I/O.
disable_pam|Detiene registro de sesiones de inicio de sesión de usuario, registros PAM lastlog, wtmp y notificaciones de correo para reducir significativamente actividad de disco en sistemas multi-usuario.
disable_coredumps|Detiene core dumps del kernel durante crash. Ahorra espacio de disco y overhead I/O en errores del sistema.
disable_modemmanager|Deshabilita servicio ModemManager. Previene escaneo de puertos serie en segundo plano para módems, acelerando arranque.
disable_nm_wait|Deshabilita servicio NetworkManager-wait-online. Acelera arranque no bloqueando arranque esperando conexión de red.
disable_smbd|Deshabilita demonio de compartir archivos Samba (smbd). Libera memoria si no compartes carpetas en tu red local.
disable_nmbd|Deshabilita demonio de servidor de nombres NetBIOS (nmbd). Reduce servicios de escucha de red en segundo plano.
disable_serial_getty|Deshabilita servicio de login de terminal serie en ttyS0. Reduce procesos de escucha de terminal en segundo plano.
disable_colord|Deshabilita demonio de gestión de color colord. Libera memoria del sistema en laptops y servidores.
disable_smartd|Deshabilita demonio de monitorización de disco S.M.A.R.T. Reduce wake de disco y controles en segundo plano.
disable_usb_legacy|Blacklist módulos legacy usbmouse y usbkbd. Fuerza uso unificado de driver moderno optimizado usbhid.
disable_pcspkr|Blacklist módulo de altavoz pcspkr de motherboard. Silencia bip de hardware molestos.
disable_bluetooth|Deshabilita bluetooth.service. Ahorra energía y mejora seguridad del sistema cuando wireless no es necesario.
disable_print|Deshabilita CUPS y descubrimiento de impresión de red Avahi. Libera memoria en segundo plano y previene polling de impresora de red.
disable_apparmor|Deshabilita perfilado de seguridad AppArmor. Reduce overhead de ejecución del kernel y acelera inicio de procesos.
disable_ufw|Deshabilita firewall UFW. Recomendado si ya tienes router de red o firewall de hardware.
disable_bluez_cups|Deshabilita backend de impresión bluetooth. Previene polling de dispositivos CUPS bluetooth y reduce wake del sistema.
ui.msg_success|Success
ui.msg_warning|Warning
ui.msg_error|Error
ui.msg_question|Confirmation
ui.msg_hw_scan_error_title|Hardware Scan Error
ui.msg_hw_scan_error_text|Could not successfully run tuneperf.sh to detect hardware or build parameters.
ui.msg_restore_confirm_title|Restore Backups
ui.msg_restore_confirm_text|Are you sure you want to revert all system tuning modifications and restore the original configurations?
ui.msg_tuning_success_title|Tuning Success
ui.msg_tuning_success_text|All custom optimization parameters have been applied and persistent rules generated successfully!
ui.msg_tuning_warning_title|Tuning Warning
ui.msg_tuning_warning_text|Some parameters failed to apply. Check execution log for details.
ui.msg_tuning_error_title|Tuning Error
ui.msg_tuning_error_text|Failed to apply optimization parameters. Check execution log for details.
ui.msg_restore_success_title|Restore Success
ui.msg_restore_success_text|Original configurations restored, persistence service disabled, and udev rules removed successfully.
ui.msg_restore_error_title|Restore Error
ui.msg_restore_error_text|Failed to restore backup configurations. Check log for details.
