# UI General & Window
ui.window_title|TunePerf - Ottimizzatore di Sistema Linux Intelligente
Disable I/O Merges for NVMe drives|Disabilita merge I/O. Poiché dispositivi NVMe sono estremamente veloci e supportano code hardware massicce, saltare merge OS riduce overhead CPU e latenza.
Disable disk entropy accumulation (reduces latency)|Disabilita contributo entropia disco. Questo ferma interrupt I/O disco da seeding generatore random, riducendo overhead su scritte SSD frequenti.
CPU Scaling Governor|Imposta governor CPU. 'performance' forza core CPU a girare a frequenza massima per minimizzare latenza, mentre 'powersave/schedutil' bilancia consumo energia.
CPU Energy Performance Preference (EPP)|Dice all'hardware di dare priorità a prestazioni massime, risparmio energetico o equilibrio di entrambi a livello firmware CPU.
Enable AMD P-State Active Mode|Abilita driver moderno AMD P-state in modalità attiva, permettendo scaling frequenza CPU autonomo guidato dall'hardware stesso per efficienza ottimale.
Force PCIe ASPM to maximum performance|Forza PCIe Active State Power Management a prestazioni, mantenendo canali completamente attivi, eliminando latenza wake-up e massimizzando throughput transfer.
Nvidia GPU Persistence Mode (keeps GPU awake)|Abilita demone persistenza Nvidia GPU. Mantiene driver Nvidia caricato e GPU in stato attivo bassa potenza, evitando ritardi wake-up 2 secondi su task CUDA.
Kernel Samepage Merging (KSM) for virtualization|Permette al kernel di deduplicare pagine memoria identiche tra macchine virtuali. Risparmia RAM significativa ma introduce overhead CPU background minore.
Network Interface Transmit Queue Length (txqueuelen)|Dimensione coda per pacchetti rete uscenti. Abbassare riduce bufferbloat rete su link lenti; alzare previene drop pacchetti su server 10G+.
Ethtool Ring Buffer optimization (reduces packet drops)|Massimizza buffer anello RX/TX scheda rete per prevenire drop pacchetti durante picchi traffico improvvisi o operazioni rete alto throughput.
TCP Segmentation Offload (TSO/GSO/GRO)|Offload assemblaggio e frammentazione segmenti TCP direttamente all'hardware scheda rete, riducendo drasticamente overhead host CPU sotto carico rete pesante.
Receive Packet Steering (RPS) multicore mapping|Distribuisce elaborazione pacchetti rete attraverso multipli core CPU, prevenendo colli di bottiglia singolo core CPU su interfacce rete alto pps.
tcp_bbr|Modulo controllo congestione Bottleneck Bandwidth and RTT (BBR). Migliora drasticamente throughput rete e latenza su link WAN alta perdita.
sch_fq|Modulo controllo traffico Fair Queueing. Prioritizza pacchetti per connessione socket e pacing per ridurre bufferbloat.
Enable Experimental Tweaks|Abilita bypass limiti avanzati, writeback kernel aggressivi, controllo congestione BBR TCP e disabilita logging osservazione per velocità massima.
Disable CPU C-States (Sleep states)|Previene core CPU dall'entrare stati sleep profondi (C1-C6). Questo garantisce latenza wake-up zero assoluta, ma aumenta pesantemente uso energia e calore.
disable_journald|Ferma scrittura log systemd journal su disco o memoria, riducendo drasticamente operazioni scrittura disco continue e overhead logging CPU.
disable_rsyslog|Ferma e maschera servizio/socket rsyslog, disabilita syslog per servizio dbus e disabilita messaggi kernel syslog per risparmiare cicli CPU e scritte disco.
disable_xorg|Disabilita logging errori display grafico, logging sessione Trinity TDM e reindirizza errori .xsession-errors a /dev/null per ridurre scritte disco attive.
disable_boot|Disabilita logging messaggi boot sistema, demone stampa CUPS e log utility preload, fornendo avvi più veloci, silenziosi con meno I/O.
disable_pam|Ferma registrazione sessioni login utente, log PAM lastlog, wtmp e notifiche email per ridurre significativamente attività disco su sistemi multi-user.
disable_coredumps|Ferma core dump kernel durante crash. Risparmia spazio disco e overhead I/O su errori di sistema.
disable_modemmanager|Disabilita servizio ModemManager. Previene scanning porte seriali in background per modem, velocizzando boot.
disable_nm_wait|Disabilita servizio NetworkManager-wait-online. Velocizza avvio non bloccando boot in attesa di connessione rete.
disable_smbd|Disabilita demone condivisione file Samba (smbd). Libera memoria se non condividi cartelle sulla tua rete locale.
disable_nmbd|Disabilita demone server nomi NetBIOS (nmbd). Riduce servizi ascolto rete in background.
disable_serial_getty|Disabilita servizio login terminale seriale su ttyS0. Riduce processi ascolto terminale in background.
disable_colord|Disabilita demone gestione colori colord. Libera memoria sistema su laptop e server.
disable_smartd|Disabilita demone monitoraggio disco S.M.A.R.T. Riduce wake disco e controlli in background.
disable_usb_legacy|Blacklist moduli legacy usbmouse e usbkbd. Forza uso unificato driver moderno ottimizzato usbhid.
disable_pcspkr|Blacklist modulo speaker pcspkr motherboard. Silenzia bip hardware fastidiosi.
disable_bluetooth|Disabilita bluetooth.service. Risparmia energia e migliora sicurezza sistema quando wireless non è necessario.
disable_print|Disabilita CUPS e scoperta stampa rete Avahi. Libera memoria in background e previene polling stampante rete.
disable_apparmor|Disabilita profilazione sicurezza AppArmor. Riduce overhead esecuzione kernel e velocizza avvio processi.
disable_ufw|Disabilita firewall UFW. Raccomandato se hai già router rete o firewall hardware.
disable_bluez_cups|Disabilita backend stampa bluetooth. Previene polling dispositivi CUPS bluetooth e riduce wake sistema.
ui.msg_success|Success
ui.msg_warning|Warning
ui.msg_error|Error
ui.msg_question|Confirmation
ui.msg_hw_scan_error_title|Hardware Scan Error
ui.msg_hw_scan_error_text|Could not successfully run tuneperf.sh to detect hardware or build parameters.
ui.msg_restore_confirm_title|Restore Backups
ui.msg_restore_confirm_text|Are you sure you want to revert all system tuning modifications and restore the original configurations?
ui.msg_tuning_success_title|Tuning Success
ui.msg_tuning_success_text|All custom optimization parameters have been applied and persistent rules generated successfully!
ui.msg_tuning_warning_title|Tuning Warning
ui.msg_tuning_warning_text|Some parameters failed to apply. Check execution log for details.
ui.msg_tuning_error_title|Tuning Error
ui.msg_tuning_error_text|Failed to apply optimization parameters. Check execution log for details.
ui.msg_restore_success_title|Restore Success
ui.msg_restore_success_text|Original configurations restored, persistence service disabled, and udev rules removed successfully.
ui.msg_restore_error_title|Restore Error
ui.msg_restore_error_text|Failed to restore backup configurations. Check log for details.
